Aire,Base,Hauteur,Abscisse de la hauteur,Abscisse du point de premier découpage,Ordonnée du point de premier découpage,Abscisse du point de deuxième découpage,Ordonnée du point de deuxième découpage,Abscisse du point de troisième découpage,Ordonnée du point de troisième découpage
21,=21,=2,=13/2,=65/12,=5/3,=443/28,=5/7,=443/30,=2/3
21,=21,=2,=13/2,=65/12,=5/3,=107/12,=5/3,=107/14,=10/7
21,=21,=2,=7,=7/6,=1/3,=14,=1,=4,=2/7
21,=21,=2,=7,=7/3,=2/3,=35/3,=4/3,=5,=4/7
21,=21,=2,=7,=5/2,=5/7,=28/3,=5/3,=56/15,=2/3
21,=21,=2,=7,=7/2,=1,=56/3,=1/3,=16,=2/7
21,=21,=2,=7,=7/2,=1,=14,=1,=28/3,=2/3
21,=21,=2,=7,=14/3,=4/3,=49/3,=2/3,=14,=4/7
21,=21,=2,=7,=35/6,=5/3,=16,=5/7,=224/15,=2/3
21,=21,=2,=7,=35/6,=5/3,=28/3,=5/3,=8,=10/7
21,=21,=2,=15/2,=5/4,=1/3,=57/4,=1,=57/14,=2/7
21,=21,=2,=15/2,=5/2,=2/3,=12,=4/3,=36/7,=4/7
21,=21,=2,=15/2,=75/28,=5/7,=39/4,=5/3,=39/10,=2/3
21,=21,=2,=15/2,=15/4,=1,=75/4,=1/3,=225/14,=2/7
21,=21,=2,=15/2,=15/4,=1,=57/4,=1,=19/2,=2/3
21,=21,=2,=15/2,=5,=4/3,=33/2,=2/3,=99/7,=4/7
21,=21,=2,=15/2,=25/4,=5/3,=453/28,=5/7,=151/10,=2/3
21,=21,=2,=15/2,=25/4,=5/3,=39/4,=5/3,=117/14,=10/7
21,=21,=2,=8,=4/3,=1/3,=29/2,=1,=29/7,=2/7
21,=21,=2,=8,=8/3,=2/3,=37/3,=4/3,=37/7,=4/7
21,=21,=2,=8,=20/7,=5/7,=61/6,=5/3,=61/15,=2/3
21,=21,=2,=8,=4,=1,=113/6,=1/3,=113/7,=2/7
21,=21,=2,=8,=4,=1,=29/2,=1,=29/3,=2/3
21,=21,=2,=8,=16/3,=4/3,=50/3,=2/3,=100/7,=4/7
21,=21,=2,=8,=20/3,=5/3,=229/14,=5/7,=229/15,=2/3
21,=21,=2,=8,=20/3,=5/3,=61/6,=5/3,=61/7,=10/7
21,=21,=2,=17/2,=17/12,=1/3,=59/4,=1,=59/14,=2/7
21,=21,=2,=17/2,=17/6,=2/3,=38/3,=4/3,=38/7,=4/7
21,=21,=2,=17/2,=85/28,=5/7,=127/12,=5/3,=127/30,=2/3
21,=21,=2,=17/2,=17/4,=1,=227/12,=1/3,=227/14,=2/7
21,=21,=2,=17/2,=17/4,=1,=59/4,=1,=59/6,=2/3
21,=21,=2,=17/2,=17/3,=4/3,=101/6,=2/3,=101/7,=4/7
21,=21,=2,=17/2,=85/12,=5/3,=463/28,=5/7,=463/30,=2/3
21,=21,=2,=17/2,=85/12,=5/3,=127/12,=5/3,=127/14,=10/7
21,=21,=2,=9,=3/2,=1/3,=15,=1,=30/7,=2/7
21,=21,=2,=9,=3,=2/3,=13,=4/3,=39/7,=4/7
21,=21,=2,=9,=45/14,=5/7,=11,=5/3,=22/5,=2/3
21,=21,=2,=9,=9/2,=1,=19,=1/3,=114/7,=2/7
21,=21,=2,=9,=9/2,=1,=15,=1,=10,=2/3
21,=21,=2,=9,=6,=4/3,=17,=2/3,=102/7,=4/7
21,=21,=2,=9,=15/2,=5/3,=117/7,=5/7,=78/5,=2/3
21,=21,=2,=9,=15/2,=5/3,=11,=5/3,=66/7,=10/7
21,=21,=2,=19/2,=19/12,=1/3,=61/4,=1,=61/14,=2/7
21,=21,=2,=19/2,=19/6,=2/3,=40/3,=4/3,=40/7,=4/7
21,=21,=2,=19/2,=95/28,=5/7,=137/12,=5/3,=137/30,=2/3
21,=21,=2,=19/2,=19/4,=1,=229/12,=1/3,=229/14,=2/7
21,=21,=2,=19/2,=19/4,=1,=61/4,=1,=61/6,=2/3
21,=21,=2,=19/2,=19/3,=4/3,=103/6,=2/3,=103/7,=4/7
21,=21,=2,=19/2,=95/12,=5/3,=473/28,=5/7,=473/30,=2/3
21,=21,=2,=19/2,=95/12,=5/3,=137/12,=5/3,=137/14,=10/7
21,=21,=2,=10,=5/3,=1/3,=31/2,=1,=31/7,=2/7
21,=21,=2,=10,=10/3,=2/3,=41/3,=4/3,=41/7,=4/7
21,=21,=2,=10,=25/7,=5/7,=71/6,=5/3,=71/15,=2/3
21,=21,=2,=10,=5,=1,=115/6,=1/3,=115/7,=2/7
21,=21,=2,=10,=5,=1,=31/2,=1,=31/3,=2/3
21,=21,=2,=10,=20/3,=4/3,=52/3,=2/3,=104/7,=4/7
21,=21,=2,=10,=25/3,=5/3,=239/14,=5/7,=239/15,=2/3
21,=21,=2,=10,=25/3,=5/3,=71/6,=5/3,=71/7,=10/7
21,=21,=2,=21/2,=7/4,=1/3,=63/4,=1,=9/2,=2/7
21,=21,=2,=21/2,=7/2,=2/3,=14,=4/3,=6,=4/7
21,=21,=2,=21/2,=15/4,=5/7,=49/4,=5/3,=49/10,=2/3
21,=21,=2,=21/2,=21/4,=1,=77/4,=1/3,=33/2,=2/7
21,=21,=2,=21/2,=21/4,=1,=63/4,=1,=21/2,=2/3
21,=21,=2,=21/2,=7,=4/3,=35/2,=2/3,=15,=4/7
21,=21,=2,=21/2,=35/4,=5/3,=69/4,=5/7,=161/10,=2/3
21,=21,=2,=21/2,=35/4,=5/3,=49/4,=5/3,=21/2,=10/7
21,=21,=2,=11,=11/6,=1/3,=16,=1,=32/7,=2/7
21,=21,=2,=11,=11/3,=2/3,=43/3,=4/3,=43/7,=4/7
21,=21,=2,=11,=55/14,=5/7,=38/3,=5/3,=76/15,=2/3
21,=21,=2,=11,=11/2,=1,=58/3,=1/3,=116/7,=2/7
21,=21,=2,=11,=11/2,=1,=16,=1,=32/3,=2/3
21,=21,=2,=11,=22/3,=4/3,=53/3,=2/3,=106/7,=4/7
21,=21,=2,=11,=55/6,=5/3,=122/7,=5/7,=244/15,=2/3
21,=21,=2,=11,=55/6,=5/3,=38/3,=5/3,=76/7,=10/7
21,=14,=3,=1/2,=1/12,=1/2,=29/4,=3/2,=29/14,=3/7
21,=14,=3,=1/2,=1/6,=1,=5,=2,=15/7,=6/7
21,=14,=3,=1/2,=5/28,=15/14,=11/4,=5/2,=11/10,=1
21,=14,=3,=1/2,=1/4,=3/2,=47/4,=1/2,=141/14,=3/7
21,=14,=3,=1/2,=1/4,=3/2,=29/4,=3/2,=29/6,=1
21,=14,=3,=1/2,=1/3,=2,=19/2,=1,=57/7,=6/7
21,=14,=3,=1/2,=5/12,=5/2,=257/28,=15/14,=257/30,=1
21,=14,=3,=1/2,=5/12,=5/2,=11/4,=5/2,=33/14,=15/7
21,=14,=3,=1,=1/6,=1/2,=15/2,=3/2,=15/7,=3/7
21,=14,=3,=1,=1/3,=1,=16/3,=2,=16/7,=6/7
21,=14,=3,=1,=5/14,=15/14,=19/6,=5/2,=19/15,=1
21,=14,=3,=1,=1/2,=3/2,=71/6,=1/2,=71/7,=3/7
21,=14,=3,=1,=1/2,=3/2,=15/2,=3/2,=5,=1
21,=14,=3,=1,=2/3,=2,=29/3,=1,=58/7,=6/7
21,=14,=3,=1,=5/6,=5/2,=131/14,=15/14,=131/15,=1
21,=14,=3,=1,=5/6,=5/2,=19/6,=5/2,=19/7,=15/7
21,=14,=3,=3/2,=1/4,=1/2,=31/4,=3/2,=31/14,=3/7
21,=14,=3,=3/2,=1/2,=1,=17/3,=2,=17/7,=6/7
21,=14,=3,=3/2,=15/28,=15/14,=43/12,=5/2,=43/30,=1
21,=14,=3,=3/2,=3/4,=3/2,=143/12,=1/2,=143/14,=3/7
21,=14,=3,=3/2,=3/4,=3/2,=31/4,=3/2,=31/6,=1
21,=14,=3,=3/2,=1,=2,=59/6,=1,=59/7,=6/7
21,=14,=3,=3/2,=5/4,=5/2,=267/28,=15/14,=89/10,=1
21,=14,=3,=3/2,=5/4,=5/2,=43/12,=5/2,=43/14,=15/7
26,=52,=1,=39/2,=39/8,=1/4,=221/8,=3/4,=17/2,=3/13
26,=52,=1,=39/2,=117/8,=3/4,=351/8,=1/4,=81/2,=3/13
26,=52,=1,=20,=5,=1/4,=28,=3/4,=112/13,=3/13
26,=52,=1,=20,=15,=3/4,=44,=1/4,=528/13,=3/13
26,=52,=1,=41/2,=41/8,=1/4,=227/8,=3/4,=227/26,=3/13
26,=52,=1,=41/2,=123/8,=3/4,=353/8,=1/4,=1059/26,=3/13
26,=52,=1,=21,=21/4,=1/4,=115/4,=3/4,=115/13,=3/13
26,=52,=1,=21,=63/4,=3/4,=177/4,=1/4,=531/13,=3/13
26,=52,=1,=43/2,=43/8,=1/4,=233/8,=3/4,=233/26,=3/13
26,=52,=1,=43/2,=129/8,=3/4,=355/8,=1/4,=1065/26,=3/13
26,=52,=1,=22,=11/2,=1/4,=59/2,=3/4,=118/13,=3/13
26,=52,=1,=22,=33/2,=3/4,=89/2,=1/4,=534/13,=3/13
26,=52,=1,=45/2,=45/8,=1/4,=239/8,=3/4,=239/26,=3/13
26,=52,=1,=45/2,=135/8,=3/4,=357/8,=1/4,=1071/26,=3/13
26,=52,=1,=23,=23/4,=1/4,=121/4,=3/4,=121/13,=3/13
26,=52,=1,=23,=69/4,=3/4,=179/4,=1/4,=537/13,=3/13
26,=52,=1,=47/2,=47/8,=1/4,=245/8,=3/4,=245/26,=3/13
26,=52,=1,=47/2,=141/8,=3/4,=359/8,=1/4,=1077/26,=3/13
26,=52,=1,=24,=6,=1/4,=31,=3/4,=124/13,=3/13
26,=52,=1,=24,=18,=3/4,=45,=1/4,=540/13,=3/13
26,=52,=1,=49/2,=49/8,=1/4,=251/8,=3/4,=251/26,=3/13
26,=52,=1,=49/2,=147/8,=3/4,=361/8,=1/4,=1083/26,=3/13
26,=52,=1,=25,=25/4,=1/4,=127/4,=3/4,=127/13,=3/13
26,=52,=1,=25,=75/4,=3/4,=181/4,=1/4,=543/13,=3/13
26,=52,=1,=51/2,=51/8,=1/4,=257/8,=3/4,=257/26,=3/13
26,=52,=1,=51/2,=153/8,=3/4,=363/8,=1/4,=1089/26,=3/13
26,=52,=1,=26,=13/2,=1/4,=65/2,=3/4,=10,=3/13
26,=52,=1,=26,=39/2,=3/4,=91/2,=1/4,=42,=3/13
26,=26,=2,=1/2,=1/8,=1/2,=55/8,=3/2,=55/26,=6/13
26,=26,=2,=1/2,=3/8,=3/2,=157/8,=1/2,=471/26,=6/13
26,=26,=2,=1,=1/4,=1/2,=29/4,=3/2,=29/13,=6/13
26,=26,=2,=1,=3/4,=3/2,=79/4,=1/2,=237/13,=6/13
26,=26,=2,=3/2,=3/8,=1/2,=61/8,=3/2,=61/26,=6/13
26,=26,=2,=3/2,=9/8,=3/2,=159/8,=1/2,=477/26,=6/13
26,=26,=2,=2,=1/2,=1/2,=8,=3/2,=32/13,=6/13
26,=26,=2,=2,=3/2,=3/2,=20,=1/2,=240/13,=6/13
26,=26,=2,=5/2,=5/8,=1/2,=67/8,=3/2,=67/26,=6/13
26,=26,=2,=5/2,=15/8,=3/2,=161/8,=1/2,=483/26,=6/13
26,=26,=2,=3,=3/4,=1/2,=35/4,=3/2,=35/13,=6/13
26,=26,=2,=3,=9/4,=3/2,=81/4,=1/2,=243/13,=6/13
26,=26,=2,=7/2,=7/8,=1/2,=73/8,=3/2,=73/26,=6/13
26,=26,=2,=7/2,=21/8,=3/2,=163/8,=1/2,=489/26,=6/13
26,=26,=2,=4,=1,=1/2,=19/2,=3/2,=38/13,=6/13
26,=26,=2,=4,=3,=3/2,=41/2,=1/2,=246/13,=6/13
26,=26,=2,=9/2,=9/8,=1/2,=79/8,=3/2,=79/26,=6/13
26,=26,=2,=9/2,=27/8,=3/2,=165/8,=1/2,=495/26,=6/13
26,=26,=2,=5,=5/4,=1/2,=41/4,=3/2,=41/13,=6/13
26,=26,=2,=5,=15/4,=3/2,=83/4,=1/2,=249/13,=6/13
26,=26,=2,=11/2,=11/8,=1/2,=85/8,=3/2,=85/26,=6/13
26,=26,=2,=11/2,=33/8,=3/2,=167/8,=1/2,=501/26,=6/13
26,=26,=2,=6,=3/2,=1/2,=11,=3/2,=44/13,=6/13
26,=26,=2,=6,=9/2,=3/2,=21,=1/2,=252/13,=6/13
26,=26,=2,=13/2,=13/8,=1/2,=91/8,=3/2,=7/2,=6/13
26,=26,=2,=13/2,=39/8,=3/2,=169/8,=1/2,=39/2,=6/13
26,=26,=2,=7,=7/4,=1/2,=47/4,=3/2,=47/13,=6/13
26,=26,=2,=7,=21/4,=3/2,=85/4,=1/2,=255/13,=6/13
26,=26,=2,=15/2,=15/8,=1/2,=97/8,=3/2,=97/26,=6/13
26,=26,=2,=15/2,=45/8,=3/2,=171/8,=1/2,=513/26,=6/13
26,=26,=2,=8,=2,=1/2,=25/2,=3/2,=50/13,=6/13
26,=26,=2,=8,=6,=3/2,=43/2,=1/2,=258/13,=6/13
26,=26,=2,=17/2,=17/8,=1/2,=103/8,=3/2,=103/26,=6/13
26,=26,=2,=17/2,=51/8,=3/2,=173/8,=1/2,=519/26,=6/13
26,=26,=2,=9,=9/4,=1/2,=53/4,=3/2,=53/13,=6/13
26,=26,=2,=9,=27/4,=3/2,=87/4,=1/2,=261/13,=6/13
26,=26,=2,=19/2,=19/8,=1/2,=109/8,=3/2,=109/26,=6/13
26,=26,=2,=19/2,=57/8,=3/2,=175/8,=1/2,=525/26,=6/13
26,=26,=2,=10,=5/2,=1/2,=14,=3/2,=56/13,=6/13
26,=26,=2,=10,=15/2,=3/2,=22,=1/2,=264/13,=6/13
26,=26,=2,=21/2,=21/8,=1/2,=115/8,=3/2,=115/26,=6/13
26,=26,=2,=21/2,=63/8,=3/2,=177/8,=1/2,=531/26,=6/13
21,=42,=1,=11,=11/2,=1/2,=221/6,=1/6,=221/7,=1/7
21,=42,=1,=11,=11/2,=1/2,=53/2,=1/2,=53/3,=1/3
21,=42,=1,=11,=22/3,=2/3,=95/3,=1/3,=190/7,=2/7
21,=42,=1,=11,=55/6,=5/6,=433/14,=5/14,=433/15,=1/3
21,=42,=1,=11,=55/6,=5/6,=97/6,=5/6,=97/7,=5/7
21,=42,=1,=23/2,=23/12,=1/6,=107/4,=1/2,=107/14,=1/7
21,=42,=1,=23/2,=23/6,=1/3,=65/3,=2/3,=65/7,=2/7
21,=42,=1,=23/2,=115/28,=5/14,=199/12,=5/6,=199/30,=1/3
21,=42,=1,=23/2,=23/4,=1/2,=443/12,=1/6,=443/14,=1/7
21,=42,=1,=23/2,=23/4,=1/2,=107/4,=1/2,=107/6,=1/3
21,=42,=1,=23/2,=23/3,=2/3,=191/6,=1/3,=191/7,=2/7
21,=42,=1,=23/2,=115/12,=5/6,=871/28,=5/14,=871/30,=1/3
21,=42,=1,=23/2,=115/12,=5/6,=199/12,=5/6,=199/14,=5/7
26,=52,=1,=1/2,=1/8,=1/4,=107/8,=3/4,=107/26,=3/13
26,=52,=1,=1/2,=3/8,=3/4,=313/8,=1/4,=939/26,=3/13
26,=52,=1,=1,=1/4,=1/4,=55/4,=3/4,=55/13,=3/13
26,=52,=1,=1,=3/4,=3/4,=157/4,=1/4,=471/13,=3/13
26,=52,=1,=3/2,=3/8,=1/4,=113/8,=3/4,=113/26,=3/13
26,=52,=1,=3/2,=9/8,=3/4,=315/8,=1/4,=945/26,=3/13
26,=52,=1,=2,=1/2,=1/4,=29/2,=3/4,=58/13,=3/13
26,=52,=1,=2,=3/2,=3/4,=79/2,=1/4,=474/13,=3/13
26,=52,=1,=5/2,=5/8,=1/4,=119/8,=3/4,=119/26,=3/13
26,=52,=1,=5/2,=15/8,=3/4,=317/8,=1/4,=951/26,=3/13
26,=52,=1,=3,=3/4,=1/4,=61/4,=3/4,=61/13,=3/13
26,=52,=1,=3,=9/4,=3/4,=159/4,=1/4,=477/13,=3/13
26,=52,=1,=7/2,=7/8,=1/4,=125/8,=3/4,=125/26,=3/13
26,=52,=1,=7/2,=21/8,=3/4,=319/8,=1/4,=957/26,=3/13
26,=52,=1,=4,=1,=1/4,=16,=3/4,=64/13,=3/13
26,=52,=1,=4,=3,=3/4,=40,=1/4,=480/13,=3/13
26,=52,=1,=9/2,=9/8,=1/4,=131/8,=3/4,=131/26,=3/13
26,=52,=1,=9/2,=27/8,=3/4,=321/8,=1/4,=963/26,=3/13
26,=52,=1,=5,=5/4,=1/4,=67/4,=3/4,=67/13,=3/13
26,=52,=1,=5,=15/4,=3/4,=161/4,=1/4,=483/13,=3/13
26,=52,=1,=11/2,=11/8,=1/4,=137/8,=3/4,=137/26,=3/13
26,=52,=1,=11/2,=33/8,=3/4,=323/8,=1/4,=969/26,=3/13
26,=52,=1,=6,=3/2,=1/4,=35/2,=3/4,=70/13,=3/13
26,=52,=1,=6,=9/2,=3/4,=81/2,=1/4,=486/13,=3/13
26,=52,=1,=13/2,=13/8,=1/4,=143/8,=3/4,=11/2,=3/13
26,=52,=1,=13/2,=39/8,=3/4,=325/8,=1/4,=75/2,=3/13
26,=52,=1,=7,=7/4,=1/4,=73/4,=3/4,=73/13,=3/13
26,=52,=1,=7,=21/4,=3/4,=163/4,=1/4,=489/13,=3/13
26,=52,=1,=15/2,=15/8,=1/4,=149/8,=3/4,=149/26,=3/13
26,=52,=1,=15/2,=45/8,=3/4,=327/8,=1/4,=981/26,=3/13
26,=52,=1,=8,=2,=1/4,=19,=3/4,=76/13,=3/13
26,=52,=1,=8,=6,=3/4,=41,=1/4,=492/13,=3/13
26,=52,=1,=17/2,=17/8,=1/4,=155/8,=3/4,=155/26,=3/13
26,=52,=1,=17/2,=51/8,=3/4,=329/8,=1/4,=987/26,=3/13
26,=52,=1,=9,=9/4,=1/4,=79/4,=3/4,=79/13,=3/13
26,=52,=1,=9,=27/4,=3/4,=165/4,=1/4,=495/13,=3/13
26,=52,=1,=19/2,=19/8,=1/4,=161/8,=3/4,=161/26,=3/13
26,=52,=1,=19/2,=57/8,=3/4,=331/8,=1/4,=993/26,=3/13
26,=52,=1,=10,=5/2,=1/4,=41/2,=3/4,=82/13,=3/13
26,=52,=1,=10,=15/2,=3/4,=83/2,=1/4,=498/13,=3/13
26,=52,=1,=21/2,=21/8,=1/4,=167/8,=3/4,=167/26,=3/13
26,=52,=1,=21/2,=63/8,=3/4,=333/8,=1/4,=999/26,=3/13
26,=52,=1,=11,=11/4,=1/4,=85/4,=3/4,=85/13,=3/13
26,=52,=1,=11,=33/4,=3/4,=167/4,=1/4,=501/13,=3/13
26,=52,=1,=23/2,=23/8,=1/4,=173/8,=3/4,=173/26,=3/13
26,=52,=1,=23/2,=69/8,=3/4,=335/8,=1/4,=1005/26,=3/13
26,=52,=1,=12,=3,=1/4,=22,=3/4,=88/13,=3/13
26,=52,=1,=12,=9,=3/4,=42,=1/4,=504/13,=3/13
26,=52,=1,=25/2,=25/8,=1/4,=179/8,=3/4,=179/26,=3/13
26,=52,=1,=25/2,=75/8,=3/4,=337/8,=1/4,=1011/26,=3/13
26,=52,=1,=13,=13/4,=1/4,=91/4,=3/4,=7,=3/13
26,=52,=1,=13,=39/4,=3/4,=169/4,=1/4,=39,=3/13
26,=52,=1,=27/2,=27/8,=1/4,=185/8,=3/4,=185/26,=3/13
26,=52,=1,=27/2,=81/8,=3/4,=339/8,=1/4,=1017/26,=3/13
26,=52,=1,=14,=7/2,=1/4,=47/2,=3/4,=94/13,=3/13
26,=52,=1,=14,=21/2,=3/4,=85/2,=1/4,=510/13,=3/13
26,=52,=1,=29/2,=29/8,=1/4,=191/8,=3/4,=191/26,=3/13
26,=52,=1,=29/2,=87/8,=3/4,=341/8,=1/4,=1023/26,=3/13
26,=52,=1,=15,=15/4,=1/4,=97/4,=3/4,=97/13,=3/13
26,=52,=1,=15,=45/4,=3/4,=171/4,=1/4,=513/13,=3/13
26,=52,=1,=31/2,=31/8,=1/4,=197/8,=3/4,=197/26,=3/13
26,=52,=1,=31/2,=93/8,=3/4,=343/8,=1/4,=1029/26,=3/13
26,=52,=1,=16,=4,=1/4,=25,=3/4,=100/13,=3/13
26,=52,=1,=16,=12,=3/4,=43,=1/4,=516/13,=3/13
26,=52,=1,=33/2,=33/8,=1/4,=203/8,=3/4,=203/26,=3/13
26,=52,=1,=33/2,=99/8,=3/4,=345/8,=1/4,=1035/26,=3/13
26,=52,=1,=17,=17/4,=1/4,=103/4,=3/4,=103/13,=3/13
26,=52,=1,=17,=51/4,=3/4,=173/4,=1/4,=519/13,=3/13
26,=52,=1,=35/2,=35/8,=1/4,=209/8,=3/4,=209/26,=3/13
26,=52,=1,=35/2,=105/8,=3/4,=347/8,=1/4,=1041/26,=3/13
26,=52,=1,=18,=9/2,=1/4,=53/2,=3/4,=106/13,=3/13
26,=52,=1,=18,=27/2,=3/4,=87/2,=1/4,=522/13,=3/13
26,=52,=1,=37/2,=37/8,=1/4,=215/8,=3/4,=215/26,=3/13
26,=52,=1,=37/2,=111/8,=3/4,=349/8,=1/4,=1047/26,=3/13
26,=52,=1,=19,=19/4,=1/4,=109/4,=3/4,=109/13,=3/13
26,=52,=1,=19,=57/4,=3/4,=175/4,=1/4,=525/13,=3/13
30,=60,=1,=22,=11/6,=1/12,=101/2,=1/4,=202/15,=1/15
30,=60,=1,=22,=11/5,=1/10,=161/3,=1/6,=322/15,=1/15
30,=60,=1,=22,=11/3,=1/6,=281/5,=1/10,=562/15,=1/15
30,=60,=1,=22,=11/3,=1/6,=262/5,=1/5,=131/5,=1/10
30,=60,=1,=22,=11/3,=1/6,=224/5,=2/5,=224/15,=2/15
30,=60,=1,=22,=22/5,=1/5,=161/3,=1/6,=161/5,=1/10
30,=60,=1,=22,=22/5,=1/5,=41,=1/2,=41/3,=1/6
30,=60,=1,=22,=77/15,=7/30,=227/6,=7/12,=454/35,=1/5
30,=60,=1,=22,=11/2,=1/4,=341/6,=1/12,=682/15,=1/15
30,=60,=1,=22,=11/2,=1/4,=142/3,=1/3,=71/3,=1/6
30,=60,=1,=22,=11/2,=1/4,=41,=1/2,=82/5,=1/5
30,=60,=1,=22,=22/3,=1/3,=101/2,=1/4,=101/3,=1/6
30,=60,=1,=22,=22/3,=1/3,=142/3,=1/3,=142/5,=1/5
30,=60,=1,=22,=22/3,=1/3,=63/2,=3/4,=63/5,=3/10
30,=60,=1,=22,=44/5,=2/5,=161/3,=1/6,=644/15,=2/15
30,=60,=1,=22,=44/5,=2/5,=104/3,=2/3,=52/3,=1/3
30,=60,=1,=22,=11,=1/2,=262/5,=1/5,=131/3,=1/6
30,=60,=1,=22,=11,=1/2,=101/2,=1/4,=202/5,=1/5
30,=60,=1,=22,=11,=1/2,=41,=1/2,=82/3,=1/3
30,=60,=1,=22,=11,=1/2,=104/3,=2/3,=104/5,=2/5
30,=60,=1,=22,=77/6,=7/12,=767/15,=7/30,=1534/35,=1/5
30,=60,=1,=22,=77/6,=7/12,=167/5,=7/10,=334/15,=7/15
30,=60,=1,=22,=66/5,=3/5,=63/2,=3/4,=21,=1/2
30,=60,=1,=22,=44/3,=2/3,=224/5,=2/5,=112/3,=1/3
30,=60,=1,=22,=44/3,=2/3,=41,=1/2,=164/5,=2/5
30,=60,=1,=22,=44/3,=2/3,=104/3,=2/3,=26,=1/2
30,=60,=1,=22,=77/5,=7/10,=227/6,=7/12,=454/15,=7/15
30,=60,=1,=22,=33/2,=3/4,=142/3,=1/3,=213/5,=3/10
30,=60,=1,=22,=33/2,=3/4,=186/5,=3/5,=31,=1/2
30,=60,=1,=22,=33/2,=3/4,=63/2,=3/4,=126/5,=3/5
30,=60,=1,=22,=88/5,=4/5,=148/5,=4/5,=74/3,=2/3
30,=60,=1,=45/2,=15/8,=1/12,=405/8,=1/4,=27/2,=1/15
30,=60,=1,=45/2,=9/4,=1/10,=215/4,=1/6,=43/2,=1/15
30,=60,=1,=45/2,=15/4,=1/6,=225/4,=1/10,=75/2,=1/15
30,=60,=1,=45/2,=15/4,=1/6,=105/2,=1/5,=105/4,=1/10
30,=60,=1,=45/2,=15/4,=1/6,=45,=2/5,=15,=2/15
30,=60,=1,=45/2,=9/2,=1/5,=215/4,=1/6,=129/4,=1/10
30,=60,=1,=45/2,=9/2,=1/5,=165/4,=1/2,=55/4,=1/6
30,=60,=1,=45/2,=21/4,=7/30,=305/8,=7/12,=183/14,=1/5
30,=60,=1,=45/2,=45/8,=1/4,=455/8,=1/12,=91/2,=1/15
30,=60,=1,=45/2,=45/8,=1/4,=95/2,=1/3,=95/4,=1/6
30,=60,=1,=45/2,=45/8,=1/4,=165/4,=1/2,=33/2,=1/5
30,=60,=1,=45/2,=15/2,=1/3,=405/8,=1/4,=135/4,=1/6
30,=60,=1,=45/2,=15/2,=1/3,=95/2,=1/3,=57/2,=1/5
30,=60,=1,=45/2,=15/2,=1/3,=255/8,=3/4,=51/4,=3/10
30,=60,=1,=45/2,=9,=2/5,=215/4,=1/6,=43,=2/15
30,=60,=1,=45/2,=9,=2/5,=35,=2/3,=35/2,=1/3
30,=60,=1,=45/2,=45/4,=1/2,=105/2,=1/5,=175/4,=1/6
30,=60,=1,=45/2,=45/4,=1/2,=405/8,=1/4,=81/2,=1/5
30,=60,=1,=45/2,=45/4,=1/2,=165/4,=1/2,=55/2,=1/3
30,=60,=1,=45/2,=45/4,=1/2,=35,=2/3,=21,=2/5
30,=60,=1,=45/2,=105/8,=7/12,=205/4,=7/30,=615/14,=1/5
30,=60,=1,=45/2,=105/8,=7/12,=135/4,=7/10,=45/2,=7/15
30,=60,=1,=45/2,=27/2,=3/5,=255/8,=3/4,=85/4,=1/2
30,=60,=1,=45/2,=15,=2/3,=45,=2/5,=75/2,=1/3
30,=60,=1,=45/2,=15,=2/3,=165/4,=1/2,=33,=2/5
30,=60,=1,=45/2,=15,=2/3,=35,=2/3,=105/4,=1/2
30,=60,=1,=45/2,=63/4,=7/10,=305/8,=7/12,=61/2,=7/15
30,=60,=1,=45/2,=135/8,=3/4,=95/2,=1/3,=171/4,=3/10
30,=60,=1,=45/2,=135/8,=3/4,=75/2,=3/5,=125/4,=1/2
30,=60,=1,=45/2,=135/8,=3/4,=255/8,=3/4,=51/2,=3/5
30,=60,=1,=45/2,=18,=4/5,=30,=4/5,=25,=2/3
30,=60,=1,=23,=23/12,=1/12,=203/4,=1/4,=203/15,=1/15
30,=60,=1,=23,=23/10,=1/10,=323/6,=1/6,=323/15,=1/15
30,=60,=1,=23,=23/6,=1/6,=563/10,=1/10,=563/15,=1/15
30,=60,=1,=23,=23/6,=1/6,=263/5,=1/5,=263/10,=1/10
30,=60,=1,=23,=23/6,=1/6,=226/5,=2/5,=226/15,=2/15
30,=60,=1,=23,=23/5,=1/5,=323/6,=1/6,=323/10,=1/10
30,=60,=1,=23,=23/5,=1/5,=83/2,=1/2,=83/6,=1/6
30,=60,=1,=23,=161/30,=7/30,=461/12,=7/12,=461/35,=1/5
30,=60,=1,=23,=23/4,=1/4,=683/12,=1/12,=683/15,=1/15
30,=60,=1,=23,=23/4,=1/4,=143/3,=1/3,=143/6,=1/6
30,=60,=1,=23,=23/4,=1/4,=83/2,=1/2,=83/5,=1/5
30,=60,=1,=23,=23/3,=1/3,=203/4,=1/4,=203/6,=1/6
30,=60,=1,=23,=23/3,=1/3,=143/3,=1/3,=143/5,=1/5
20,=20,=2,=9,=9/2,=1,=69/4,=1/2,=69/5,=2/5
20,=20,=2,=9,=27/5,=6/5,=167/10,=3/5,=167/12,=1/2
20,=20,=2,=9,=27/5,=6/5,=127/8,=3/4,=127/10,=3/5
20,=20,=2,=9,=27/5,=6/5,=47/4,=3/2,=47/6,=1
20,=20,=2,=9,=27/4,=3/2,=67/5,=6/5,=67/6,=1
20,=20,=2,=9,=27/4,=3/2,=47/4,=3/2,=47/5,=6/5
