Aire,Base,Hauteur,Abscisse de la hauteur,Abscisse du point de premier découpage,Ordonnée du point de premier découpage,Abscisse du point de deuxième découpage,Ordonnée du point de deuxième découpage,Abscisse du point de troisième découpage,Ordonnée du point de troisième découpage
24,=24,=2,=11/2,=33/16,=3/4,=81/8,=3/2,=9/2,=2/3
24,=24,=2,=11/2,=55/24,=5/6,=199/16,=5/4,=199/30,=2/3
24,=24,=2,=11/2,=77/32,=7/8,=317/24,=7/6,=317/42,=2/3
24,=24,=2,=11/2,=11/4,=1,=107/6,=2/3,=107/8,=1/2
20,=40,=1,=5/2,=15/8,=3/4,=95/8,=3/4,=19/2,=3/5
20,=40,=1,=3,=3/5,=1/5,=209/8,=3/8,=209/20,=3/20
20,=40,=1,=3,=3/4,=1/4,=43/2,=1/2,=43/5,=1/5
20,=40,=1,=3,=9/10,=3/10,=209/8,=3/8,=209/15,=1/5
20,=40,=1,=3,=9/10,=3/10,=89/5,=3/5,=89/12,=1/4
20,=40,=1,=3,=9/8,=3/8,=163/5,=1/5,=489/20,=3/20
20,=40,=1,=3,=9/8,=3/8,=289/10,=3/10,=289/15,=1/5
20,=40,=1,=3,=9/8,=3/8,=89/5,=3/5,=89/10,=3/10
20,=40,=1,=3,=6/5,=2/5,=126/5,=2/5,=63/4,=1/4
20,=40,=1,=3,=3/2,=1/2,=123/4,=1/4,=123/5,=1/5
20,=40,=1,=3,=9/5,=3/5,=289/10,=3/10,=289/12,=1/4
20,=40,=1,=3,=9/5,=3/5,=209/8,=3/8,=209/10,=3/10
20,=40,=1,=3,=9/5,=3/5,=49/4,=3/4,=49/6,=1/2
20,=40,=1,=3,=9/4,=3/4,=89/5,=3/5,=89/6,=1/2
20,=40,=1,=3,=9/4,=3/4,=49/4,=3/4,=49/5,=3/5
20,=40,=1,=7/2,=7/10,=1/5,=421/16,=3/8,=421/40,=3/20
20,=40,=1,=7/2,=7/8,=1/4,=87/4,=1/2,=87/10,=1/5
20,=40,=1,=7/2,=21/20,=3/10,=421/16,=3/8,=421/30,=1/5
20,=40,=1,=7/2,=21/20,=3/10,=181/10,=3/5,=181/24,=1/4
20,=40,=1,=7/2,=21/16,=3/8,=327/10,=1/5,=981/40,=3/20
20,=40,=1,=7/2,=21/16,=3/8,=581/20,=3/10,=581/30,=1/5
20,=40,=1,=7/2,=21/16,=3/8,=181/10,=3/5,=181/20,=3/10
20,=40,=1,=7/2,=7/5,=2/5,=127/5,=2/5,=127/8,=1/4
20,=40,=1,=7/2,=7/4,=1/2,=247/8,=1/4,=247/10,=1/5
20,=40,=1,=7/2,=21/10,=3/5,=581/20,=3/10,=581/24,=1/4
20,=40,=1,=7/2,=21/10,=3/5,=421/16,=3/8,=421/20,=3/10
20,=40,=1,=7/2,=21/10,=3/5,=101/8,=3/4,=101/12,=1/2
20,=40,=1,=7/2,=21/8,=3/4,=181/10,=3/5,=181/12,=1/2
20,=40,=1,=7/2,=21/8,=3/4,=101/8,=3/4,=101/10,=3/5
20,=40,=1,=4,=4/5,=1/5,=53/2,=3/8,=53/5,=3/20
20,=40,=1,=4,=1,=1/4,=22,=1/2,=44/5,=1/5
20,=40,=1,=4,=6/5,=3/10,=53/2,=3/8,=212/15,=1/5
20,=40,=1,=4,=6/5,=3/10,=92/5,=3/5,=23/3,=1/4
20,=40,=1,=4,=3/2,=3/8,=164/5,=1/5,=123/5,=3/20
20,=40,=1,=4,=3/2,=3/8,=146/5,=3/10,=292/15,=1/5
20,=40,=1,=4,=3/2,=3/8,=92/5,=3/5,=46/5,=3/10
20,=40,=1,=4,=8/5,=2/5,=128/5,=2/5,=16,=1/4
20,=40,=1,=4,=2,=1/2,=31,=1/4,=124/5,=1/5
20,=40,=1,=4,=12/5,=3/5,=146/5,=3/10,=73/3,=1/4
20,=40,=1,=4,=12/5,=3/5,=53/2,=3/8,=106/5,=3/10
20,=40,=1,=4,=12/5,=3/5,=13,=3/4,=26/3,=1/2
20,=40,=1,=4,=3,=3/4,=92/5,=3/5,=46/3,=1/2
20,=40,=1,=4,=3,=3/4,=13,=3/4,=52/5,=3/5
20,=40,=1,=9/2,=9/10,=1/5,=427/16,=3/8,=427/40,=3/20
20,=40,=1,=9/2,=9/8,=1/4,=89/4,=1/2,=89/10,=1/5
20,=40,=1,=9/2,=27/20,=3/10,=427/16,=3/8,=427/30,=1/5
20,=40,=1,=9/2,=27/20,=3/10,=187/10,=3/5,=187/24,=1/4
20,=40,=1,=9/2,=27/16,=3/8,=329/10,=1/5,=987/40,=3/20
20,=40,=1,=9/2,=27/16,=3/8,=587/20,=3/10,=587/30,=1/5
20,=40,=1,=9/2,=27/16,=3/8,=187/10,=3/5,=187/20,=3/10
20,=40,=1,=9/2,=9/5,=2/5,=129/5,=2/5,=129/8,=1/4
20,=40,=1,=9/2,=9/4,=1/2,=249/8,=1/4,=249/10,=1/5
20,=40,=1,=9/2,=27/10,=3/5,=587/20,=3/10,=587/24,=1/4
20,=40,=1,=9/2,=27/10,=3/5,=427/16,=3/8,=427/20,=3/10
20,=40,=1,=9/2,=27/10,=3/5,=107/8,=3/4,=107/12,=1/2
20,=40,=1,=9/2,=27/8,=3/4,=187/10,=3/5,=187/12,=1/2
20,=40,=1,=9/2,=27/8,=3/4,=107/8,=3/4,=107/10,=3/5
20,=40,=1,=5,=1,=1/5,=215/8,=3/8,=43/4,=3/20
20,=40,=1,=5,=5/4,=1/4,=45/2,=1/2,=9,=1/5
20,=40,=1,=5,=3/2,=3/10,=215/8,=3/8,=43/3,=1/5
20,=40,=1,=5,=3/2,=3/10,=19,=3/5,=95/12,=1/4
20,=40,=1,=5,=15/8,=3/8,=33,=1/5,=99/4,=3/20
20,=40,=1,=5,=15/8,=3/8,=59/2,=3/10,=59/3,=1/5
20,=40,=1,=5,=15/8,=3/8,=19,=3/5,=19/2,=3/10
20,=40,=1,=5,=2,=2/5,=26,=2/5,=65/4,=1/4
20,=40,=1,=5,=5/2,=1/2,=125/4,=1/4,=25,=1/5
20,=40,=1,=5,=3,=3/5,=59/2,=3/10,=295/12,=1/4
20,=40,=1,=5,=3,=3/5,=215/8,=3/8,=43/2,=3/10
20,=40,=1,=5,=3,=3/5,=55/4,=3/4,=55/6,=1/2
20,=40,=1,=5,=15/4,=3/4,=19,=3/5,=95/6,=1/2
20,=40,=1,=5,=15/4,=3/4,=55/4,=3/4,=11,=3/5
20,=40,=1,=11/2,=11/10,=1/5,=433/16,=3/8,=433/40,=3/20
20,=40,=1,=11/2,=11/8,=1/4,=91/4,=1/2,=91/10,=1/5
20,=40,=1,=11/2,=33/20,=3/10,=433/16,=3/8,=433/30,=1/5
20,=40,=1,=11/2,=33/20,=3/10,=193/10,=3/5,=193/24,=1/4
20,=40,=1,=11/2,=33/16,=3/8,=331/10,=1/5,=993/40,=3/20
20,=40,=1,=11/2,=33/16,=3/8,=593/20,=3/10,=593/30,=1/5
20,=40,=1,=11/2,=33/16,=3/8,=193/10,=3/5,=193/20,=3/10
20,=40,=1,=11/2,=11/5,=2/5,=131/5,=2/5,=131/8,=1/4
20,=40,=1,=11/2,=11/4,=1/2,=251/8,=1/4,=251/10,=1/5
20,=40,=1,=11/2,=33/10,=3/5,=593/20,=3/10,=593/24,=1/4
20,=40,=1,=11/2,=33/10,=3/5,=433/16,=3/8,=433/20,=3/10
20,=40,=1,=11/2,=33/10,=3/5,=113/8,=3/4,=113/12,=1/2
20,=40,=1,=11/2,=33/8,=3/4,=193/10,=3/5,=193/12,=1/2
20,=40,=1,=11/2,=33/8,=3/4,=113/8,=3/4,=113/10,=3/5
20,=40,=1,=6,=6/5,=1/5,=109/4,=3/8,=109/10,=3/20
20,=40,=1,=6,=3/2,=1/4,=23,=1/2,=46/5,=1/5
20,=40,=1,=6,=9/5,=3/10,=109/4,=3/8,=218/15,=1/5
20,=40,=1,=6,=9/5,=3/10,=98/5,=3/5,=49/6,=1/4
20,=40,=1,=6,=9/4,=3/8,=166/5,=1/5,=249/10,=3/20
20,=40,=1,=6,=9/4,=3/8,=149/5,=3/10,=298/15,=1/5
20,=40,=1,=6,=9/4,=3/8,=98/5,=3/5,=49/5,=3/10
20,=40,=1,=6,=12/5,=2/5,=132/5,=2/5,=33/2,=1/4
20,=40,=1,=6,=3,=1/2,=63/2,=1/4,=126/5,=1/5
20,=40,=1,=6,=18/5,=3/5,=149/5,=3/10,=149/6,=1/4
20,=40,=1,=6,=18/5,=3/5,=109/4,=3/8,=109/5,=3/10
20,=40,=1,=6,=18/5,=3/5,=29/2,=3/4,=29/3,=1/2
20,=40,=1,=6,=9/2,=3/4,=98/5,=3/5,=49/3,=1/2
20,=40,=1,=6,=9/2,=3/4,=29/2,=3/4,=58/5,=3/5
20,=40,=1,=13/2,=13/10,=1/5,=439/16,=3/8,=439/40,=3/20
20,=40,=1,=13/2,=13/8,=1/4,=93/4,=1/2,=93/10,=1/5
20,=40,=1,=13/2,=39/20,=3/10,=439/16,=3/8,=439/30,=1/5
20,=40,=1,=13/2,=39/20,=3/10,=199/10,=3/5,=199/24,=1/4
20,=40,=1,=13/2,=39/16,=3/8,=333/10,=1/5,=999/40,=3/20
20,=40,=1,=13/2,=39/16,=3/8,=599/20,=3/10,=599/30,=1/5
20,=40,=1,=13/2,=39/16,=3/8,=199/10,=3/5,=199/20,=3/10
20,=40,=1,=13/2,=13/5,=2/5,=133/5,=2/5,=133/8,=1/4
20,=40,=1,=13/2,=13/4,=1/2,=253/8,=1/4,=253/10,=1/5
20,=40,=1,=13/2,=39/10,=3/5,=599/20,=3/10,=599/24,=1/4
20,=40,=1,=13/2,=39/10,=3/5,=439/16,=3/8,=439/20,=3/10
20,=40,=1,=13/2,=39/10,=3/5,=119/8,=3/4,=119/12,=1/2
20,=40,=1,=13/2,=39/8,=3/4,=199/10,=3/5,=199/12,=1/2
20,=40,=1,=13/2,=39/8,=3/4,=119/8,=3/4,=119/10,=3/5
24,=12,=4,=6,=1,=2/3,=10,=4/3,=15/4,=1/2
24,=12,=4,=6,=3/2,=1,=10,=4/3,=5,=2/3
24,=12,=4,=6,=2,=4/3,=11,=2/3,=33/4,=1/2
24,=12,=4,=6,=2,=4/3,=21/2,=1,=7,=2/3
24,=12,=4,=6,=2,=4/3,=9,=2,=9/2,=1
24,=12,=4,=6,=9/4,=3/2,=15/2,=3,=10/3,=4/3
24,=12,=4,=6,=5/2,=5/3,=33/4,=5/2,=22/5,=4/3
24,=12,=4,=6,=21/8,=7/4,=17/2,=7/3,=34/7,=4/3
24,=12,=4,=6,=3,=2,=10,=4/3,=15/2,=1
24,=12,=4,=6,=3,=2,=9,=2,=6,=4/3
24,=12,=4,=6,=7/2,=7/3,=75/8,=7/4,=50/7,=4/3
24,=12,=4,=6,=15/4,=5/2,=19/2,=5/3,=38/5,=4/3
24,=12,=4,=6,=4,=8/3,=8,=8/3,=6,=2
24,=12,=4,=6,=9/2,=3,=39/4,=3/2,=26/3,=4/3
24,=8,=6,=1/2,=1/12,=1,=11/2,=2,=33/16,=3/4
24,=8,=6,=1/2,=1/8,=3/2,=11/2,=2,=11/4,=1
24,=8,=6,=1/2,=1/6,=2,=27/4,=1,=81/16,=3/4
24,=8,=6,=1/2,=1/6,=2,=49/8,=3/2,=49/12,=1
24,=8,=6,=1/2,=1/6,=2,=17/4,=3,=17/8,=3/2
24,=8,=6,=1/2,=3/16,=9/4,=19/8,=9/2,=19/18,=2
24,=8,=6,=1/2,=5/24,=5/2,=53/16,=15/4,=53/30,=2
24,=8,=6,=1/2,=7/32,=21/8,=29/8,=7/2,=29/14,=2
24,=8,=6,=1/2,=1/4,=3,=11/2,=2,=33/8,=3/2
24,=8,=6,=1/2,=1/4,=3,=17/4,=3,=17/6,=2
24,=8,=6,=1/2,=7/24,=7/2,=151/32,=21/8,=151/42,=2
24,=8,=6,=1/2,=5/16,=15/4,=39/8,=5/2,=39/10,=2
24,=8,=6,=1/2,=1/3,=4,=3,=4,=9/4,=3
24,=8,=6,=1/2,=3/8,=9/2,=83/16,=9/4,=83/18,=2
24,=8,=6,=1,=1/6,=1,=17/3,=2,=17/8,=3/4
24,=8,=6,=1,=1/4,=3/2,=17/3,=2,=17/6,=1
24,=8,=6,=1,=1/3,=2,=41/6,=1,=41/8,=3/4
24,=8,=6,=1,=1/3,=2,=25/4,=3/2,=25/6,=1
24,=8,=6,=1,=1/3,=2,=9/2,=3,=9/4,=3/2
24,=8,=6,=1,=3/8,=9/4,=11/4,=9/2,=11/9,=2
24,=8,=6,=1,=5/12,=5/2,=29/8,=15/4,=29/15,=2
24,=8,=6,=1,=7/16,=21/8,=47/12,=7/2,=47/21,=2
24,=8,=6,=1,=1/2,=3,=17/3,=2,=17/4,=3/2
24,=8,=6,=1,=1/2,=3,=9/2,=3,=3,=2
24,=8,=6,=1,=7/12,=7/2,=79/16,=21/8,=79/21,=2
24,=8,=6,=1,=5/8,=15/4,=61/12,=5/2,=61/15,=2
24,=8,=6,=1,=2/3,=4,=10/3,=4,=5/2,=3
24,=8,=6,=1,=3/4,=9/2,=43/8,=9/4,=43/9,=2
24,=8,=6,=3/2,=1/4,=1,=35/6,=2,=35/16,=3/4
24,=8,=6,=3/2,=3/8,=3/2,=35/6,=2,=35/12,=1
24,=8,=6,=3/2,=1/2,=2,=83/12,=1,=83/16,=3/4
24,=8,=6,=3/2,=1/2,=2,=51/8,=3/2,=17/4,=1
24,=8,=6,=3/2,=1/2,=2,=19/4,=3,=19/8,=3/2
24,=8,=6,=3/2,=9/16,=9/4,=25/8,=9/2,=25/18,=2
24,=8,=6,=3/2,=5/8,=5/2,=63/16,=15/4,=21/10,=2
24,=8,=6,=3/2,=21/32,=21/8,=101/24,=7/2,=101/42,=2
24,=8,=6,=3/2,=3/4,=3,=35/6,=2,=35/8,=3/2
24,=8,=6,=3/2,=3/4,=3,=19/4,=3,=19/6,=2
24,=8,=6,=3/2,=7/8,=7/2,=165/32,=21/8,=55/14,=2
24,=8,=6,=3/2,=15/16,=15/4,=127/24,=5/2,=127/30,=2
24,=8,=6,=3/2,=1,=4,=11/3,=4,=11/4,=3
24,=8,=6,=3/2,=9/8,=9/2,=89/16,=9/4,=89/18,=2
24,=8,=6,=2,=1/3,=1,=6,=2,=9/4,=3/4
24,=8,=6,=2,=1/2,=3/2,=6,=2,=3,=1
24,=8,=6,=2,=2/3,=2,=7,=1,=21/4,=3/4
24,=8,=6,=2,=2/3,=2,=13/2,=3/2,=13/3,=1
24,=8,=6,=2,=2/3,=2,=5,=3,=5/2,=3/2
24,=8,=6,=2,=3/4,=9/4,=7/2,=9/2,=14/9,=2
20,=20,=2,=3,=9/8,=3/4,=149/10,=3/5,=149/15,=2/5
20,=20,=2,=3,=9/8,=3/4,=49/5,=6/5,=49/10,=3/5
20,=20,=2,=3,=6/5,=4/5,=66/5,=4/5,=33/4,=1/2
20,=20,=2,=3,=3/2,=1,=63/4,=1/2,=63/5,=2/5
20,=20,=2,=3,=9/5,=6/5,=149/10,=3/5,=149/12,=1/2
20,=20,=2,=3,=9/5,=6/5,=109/8,=3/4,=109/10,=3/5
20,=20,=2,=3,=9/5,=6/5,=29/4,=3/2,=29/6,=1
20,=20,=2,=3,=9/4,=3/2,=49/5,=6/5,=49/6,=1
20,=20,=2,=3,=9/4,=3/2,=29/4,=3/2,=29/5,=6/5
20,=20,=2,=7/2,=7/10,=2/5,=221/16,=3/4,=221/40,=3/10
20,=20,=2,=7/2,=7/8,=1/2,=47/4,=1,=47/10,=2/5
20,=20,=2,=7/2,=21/20,=3/5,=221/16,=3/4,=221/30,=2/5
20,=20,=2,=7/2,=21/20,=3/5,=101/10,=6/5,=101/24,=1/2
20,=20,=2,=7/2,=21/16,=3/4,=167/10,=2/5,=501/40,=3/10
20,=20,=2,=7/2,=21/16,=3/4,=301/20,=3/5,=301/30,=2/5
20,=20,=2,=7/2,=21/16,=3/4,=101/10,=6/5,=101/20,=3/5
20,=20,=2,=7/2,=7/5,=4/5,=67/5,=4/5,=67/8,=1/2
20,=20,=2,=7/2,=7/4,=1,=127/8,=1/2,=127/10,=2/5
20,=20,=2,=7/2,=21/10,=6/5,=301/20,=3/5,=301/24,=1/2
20,=20,=2,=7/2,=21/10,=6/5,=221/16,=3/4,=221/20,=3/5
20,=20,=2,=7/2,=21/10,=6/5,=61/8,=3/2,=61/12,=1
20,=20,=2,=7/2,=21/8,=3/2,=101/10,=6/5,=101/12,=1
20,=20,=2,=7/2,=21/8,=3/2,=61/8,=3/2,=61/10,=6/5
20,=20,=2,=4,=4/5,=2/5,=14,=3/4,=28/5,=3/10
20,=20,=2,=4,=1,=1/2,=12,=1,=24/5,=2/5
20,=20,=2,=4,=6/5,=3/5,=14,=3/4,=112/15,=2/5
20,=20,=2,=4,=6/5,=3/5,=52/5,=6/5,=13/3,=1/2
20,=20,=2,=4,=3/2,=3/4,=84/5,=2/5,=63/5,=3/10
20,=20,=2,=4,=3/2,=3/4,=76/5,=3/5,=152/15,=2/5
20,=20,=2,=4,=3/2,=3/4,=52/5,=6/5,=26/5,=3/5
20,=20,=2,=4,=8/5,=4/5,=68/5,=4/5,=17/2,=1/2
20,=20,=2,=4,=2,=1,=16,=1/2,=64/5,=2/5
20,=20,=2,=4,=12/5,=6/5,=76/5,=3/5,=38/3,=1/2
20,=20,=2,=4,=12/5,=6/5,=14,=3/4,=56/5,=3/5
20,=20,=2,=4,=12/5,=6/5,=8,=3/2,=16/3,=1
20,=20,=2,=4,=3,=3/2,=52/5,=6/5,=26/3,=1
20,=20,=2,=4,=3,=3/2,=8,=3/2,=32/5,=6/5
20,=20,=2,=9/2,=9/10,=2/5,=227/16,=3/4,=227/40,=3/10
20,=20,=2,=9/2,=9/8,=1/2,=49/4,=1,=49/10,=2/5
20,=20,=2,=9/2,=27/20,=3/5,=227/16,=3/4,=227/30,=2/5
20,=20,=2,=9/2,=27/20,=3/5,=107/10,=6/5,=107/24,=1/2
20,=20,=2,=9/2,=27/16,=3/4,=169/10,=2/5,=507/40,=3/10
20,=20,=2,=9/2,=27/16,=3/4,=307/20,=3/5,=307/30,=2/5
20,=20,=2,=9/2,=27/16,=3/4,=107/10,=6/5,=107/20,=3/5
20,=20,=2,=9/2,=9/5,=4/5,=69/5,=4/5,=69/8,=1/2
20,=20,=2,=9/2,=9/4,=1,=129/8,=1/2,=129/10,=2/5
20,=20,=2,=9/2,=27/10,=6/5,=307/20,=3/5,=307/24,=1/2
20,=20,=2,=9/2,=27/10,=6/5,=227/16,=3/4,=227/20,=3/5
20,=20,=2,=9/2,=27/10,=6/5,=67/8,=3/2,=67/12,=1
20,=20,=2,=9/2,=27/8,=3/2,=107/10,=6/5,=107/12,=1
20,=20,=2,=9/2,=27/8,=3/2,=67/8,=3/2,=67/10,=6/5
20,=20,=2,=5,=1,=2/5,=115/8,=3/4,=23/4,=3/10
20,=20,=2,=5,=5/4,=1/2,=25/2,=1,=5,=2/5
20,=20,=2,=5,=3/2,=3/5,=115/8,=3/4,=23/3,=2/5
20,=20,=2,=5,=3/2,=3/5,=11,=6/5,=55/12,=1/2
20,=20,=2,=5,=15/8,=3/4,=17,=2/5,=51/4,=3/10
20,=20,=2,=5,=15/8,=3/4,=31/2,=3/5,=31/3,=2/5
20,=20,=2,=5,=15/8,=3/4,=11,=6/5,=11/2,=3/5
20,=20,=2,=5,=2,=4/5,=14,=4/5,=35/4,=1/2
20,=20,=2,=5,=5/2,=1,=65/4,=1/2,=13,=2/5
20,=20,=2,=5,=3,=6/5,=31/2,=3/5,=155/12,=1/2
20,=20,=2,=5,=3,=6/5,=115/8,=3/4,=23/2,=3/5
20,=20,=2,=5,=3,=6/5,=35/4,=3/2,=35/6,=1
20,=20,=2,=5,=15/4,=3/2,=11,=6/5,=55/6,=1
20,=20,=2,=5,=15/4,=3/2,=35/4,=3/2,=7,=6/5
20,=20,=2,=11/2,=11/10,=2/5,=233/16,=3/4,=233/40,=3/10
20,=20,=2,=11/2,=11/8,=1/2,=51/4,=1,=51/10,=2/5
20,=20,=2,=11/2,=33/20,=3/5,=233/16,=3/4,=233/30,=2/5
20,=20,=2,=11/2,=33/20,=3/5,=113/10,=6/5,=113/24,=1/2
20,=20,=2,=11/2,=33/16,=3/4,=171/10,=2/5,=513/40,=3/10
20,=20,=2,=11/2,=33/16,=3/4,=313/20,=3/5,=313/30,=2/5
20,=20,=2,=11/2,=33/16,=3/4,=113/10,=6/5,=113/20,=3/5
20,=20,=2,=11/2,=11/5,=4/5,=71/5,=4/5,=71/8,=1/2
20,=20,=2,=11/2,=11/4,=1,=131/8,=1/2,=131/10,=2/5
20,=20,=2,=11/2,=33/10,=6/5,=313/20,=3/5,=313/24,=1/2
20,=20,=2,=11/2,=33/10,=6/5,=233/16,=3/4,=233/20,=3/5
20,=20,=2,=11/2,=33/10,=6/5,=73/8,=3/2,=73/12,=1
20,=20,=2,=11/2,=33/8,=3/2,=113/10,=6/5,=113/12,=1
20,=20,=2,=11/2,=33/8,=3/2,=73/8,=3/2,=73/10,=6/5
20,=20,=2,=6,=6/5,=2/5,=59/4,=3/4,=59/10,=3/10
20,=20,=2,=6,=3/2,=1/2,=13,=1,=26/5,=2/5
20,=20,=2,=6,=9/5,=3/5,=59/4,=3/4,=118/15,=2/5
20,=20,=2,=6,=9/5,=3/5,=58/5,=6/5,=29/6,=1/2
20,=20,=2,=6,=9/4,=3/4,=86/5,=2/5,=129/10,=3/10
20,=20,=2,=6,=9/4,=3/4,=79/5,=3/5,=158/15,=2/5
20,=20,=2,=6,=9/4,=3/4,=58/5,=6/5,=29/5,=3/5
20,=20,=2,=6,=12/5,=4/5,=72/5,=4/5,=9,=1/2
20,=20,=2,=6,=3,=1,=33/2,=1/2,=66/5,=2/5
20,=20,=2,=6,=18/5,=6/5,=79/5,=3/5,=79/6,=1/2
20,=20,=2,=6,=18/5,=6/5,=59/4,=3/4,=59/5,=3/5
20,=20,=2,=6,=18/5,=6/5,=19/2,=3/2,=19/3,=1
20,=20,=2,=6,=9/2,=3/2,=58/5,=6/5,=29/3,=1
20,=20,=2,=6,=9/2,=3/2,=19/2,=3/2,=38/5,=6/5
20,=20,=2,=13/2,=13/10,=2/5,=239/16,=3/4,=239/40,=3/10
20,=20,=2,=13/2,=13/8,=1/2,=53/4,=1,=53/10,=2/5
20,=20,=2,=13/2,=39/20,=3/5,=239/16,=3/4,=239/30,=2/5
20,=20,=2,=13/2,=39/20,=3/5,=119/10,=6/5,=119/24,=1/2
20,=20,=2,=13/2,=39/16,=3/4,=173/10,=2/5,=519/40,=3/10
20,=20,=2,=13/2,=39/16,=3/4,=319/20,=3/5,=319/30,=2/5
20,=20,=2,=13/2,=39/16,=3/4,=119/10,=6/5,=119/20,=3/5
20,=20,=2,=13/2,=13/5,=4/5,=73/5,=4/5,=73/8,=1/2
20,=20,=2,=13/2,=13/4,=1,=133/8,=1/2,=133/10,=2/5
20,=20,=2,=13/2,=39/10,=6/5,=319/20,=3/5,=319/24,=1/2
20,=20,=2,=13/2,=39/10,=6/5,=239/16,=3/4,=239/20,=3/5
20,=20,=2,=13/2,=39/10,=6/5,=79/8,=3/2,=79/12,=1
20,=20,=2,=13/2,=39/8,=3/2,=119/10,=6/5,=119/12,=1
20,=20,=2,=13/2,=39/8,=3/2,=79/8,=3/2,=79/10,=6/5
20,=20,=2,=7,=7/5,=2/5,=121/8,=3/4,=121/20,=3/10
20,=20,=2,=7,=7/4,=1/2,=27/2,=1,=27/5,=2/5
20,=20,=2,=7,=21/10,=3/5,=121/8,=3/4,=121/15,=2/5
20,=20,=2,=7,=21/10,=3/5,=61/5,=6/5,=61/12,=1/2
20,=20,=2,=7,=21/8,=3/4,=87/5,=2/5,=261/20,=3/10
20,=20,=2,=7,=21/8,=3/4,=161/10,=3/5,=161/15,=2/5
20,=20,=2,=7,=21/8,=3/4,=61/5,=6/5,=61/10,=3/5
20,=20,=2,=7,=14/5,=4/5,=74/5,=4/5,=37/4,=1/2
20,=20,=2,=7,=7/2,=1,=67/4,=1/2,=67/5,=2/5
20,=20,=2,=7,=21/5,=6/5,=161/10,=3/5,=161/12,=1/2
20,=20,=2,=7,=21/5,=6/5,=121/8,=3/4,=121/10,=3/5
20,=20,=2,=7,=21/5,=6/5,=41/4,=3/2,=41/6,=1
20,=20,=2,=7,=21/4,=3/2,=61/5,=6/5,=61/6,=1
20,=20,=2,=7,=21/4,=3/2,=41/4,=3/2,=41/5,=6/5
20,=20,=2,=15/2,=3/2,=2/5,=245/16,=3/4,=49/8,=3/10
20,=20,=2,=15/2,=15/8,=1/2,=55/4,=1,=11/2,=2/5
20,=20,=2,=15/2,=9/4,=3/5,=245/16,=3/4,=49/6,=2/5
20,=20,=2,=15/2,=9/4,=3/5,=25/2,=6/5,=125/24,=1/2
20,=20,=2,=15/2,=45/16,=3/4,=35/2,=2/5,=105/8,=3/10
20,=20,=2,=15/2,=45/16,=3/4,=65/4,=3/5,=65/6,=2/5
20,=20,=2,=15/2,=45/16,=3/4,=25/2,=6/5,=25/4,=3/5
20,=20,=2,=15/2,=3,=4/5,=15,=4/5,=75/8,=1/2
20,=20,=2,=15/2,=15/4,=1,=135/8,=1/2,=27/2,=2/5
20,=20,=2,=15/2,=9/2,=6/5,=65/4,=3/5,=325/24,=1/2
20,=20,=2,=15/2,=9/2,=6/5,=245/16,=3/4,=49/4,=3/5
20,=20,=2,=15/2,=9/2,=6/5,=85/8,=3/2,=85/12,=1
20,=20,=2,=15/2,=45/8,=3/2,=25/2,=6/5,=125/12,=1
20,=20,=2,=15/2,=45/8,=3/2,=85/8,=3/2,=17/2,=6/5
20,=20,=2,=8,=8/5,=2/5,=31/2,=3/4,=31/5,=3/10
20,=20,=2,=8,=2,=1/2,=14,=1,=28/5,=2/5
20,=20,=2,=8,=12/5,=3/5,=31/2,=3/4,=124/15,=2/5
20,=20,=2,=8,=12/5,=3/5,=64/5,=6/5,=16/3,=1/2
20,=20,=2,=8,=3,=3/4,=88/5,=2/5,=66/5,=3/10
20,=20,=2,=8,=3,=3/4,=82/5,=3/5,=164/15,=2/5
20,=20,=2,=8,=3,=3/4,=64/5,=6/5,=32/5,=3/5
20,=20,=2,=8,=16/5,=4/5,=76/5,=4/5,=19/2,=1/2
20,=20,=2,=8,=4,=1,=17,=1/2,=68/5,=2/5
20,=20,=2,=8,=24/5,=6/5,=82/5,=3/5,=41/3,=1/2
20,=20,=2,=8,=24/5,=6/5,=31/2,=3/4,=62/5,=3/5
20,=20,=2,=8,=24/5,=6/5,=11,=3/2,=22/3,=1
20,=20,=2,=8,=6,=3/2,=64/5,=6/5,=32/3,=1
20,=20,=2,=8,=6,=3/2,=11,=3/2,=44/5,=6/5
20,=20,=2,=17/2,=17/10,=2/5,=251/16,=3/4,=251/40,=3/10
20,=20,=2,=17/2,=17/8,=1/2,=57/4,=1,=57/10,=2/5
20,=20,=2,=17/2,=51/20,=3/5,=251/16,=3/4,=251/30,=2/5
20,=20,=2,=17/2,=51/20,=3/5,=131/10,=6/5,=131/24,=1/2
20,=20,=2,=17/2,=51/16,=3/4,=177/10,=2/5,=531/40,=3/10
20,=20,=2,=17/2,=51/16,=3/4,=331/20,=3/5,=331/30,=2/5
20,=20,=2,=17/2,=51/16,=3/4,=131/10,=6/5,=131/20,=3/5
20,=20,=2,=17/2,=17/5,=4/5,=77/5,=4/5,=77/8,=1/2
20,=20,=2,=17/2,=17/4,=1,=137/8,=1/2,=137/10,=2/5
20,=20,=2,=17/2,=51/10,=6/5,=331/20,=3/5,=331/24,=1/2
20,=20,=2,=17/2,=51/10,=6/5,=251/16,=3/4,=251/20,=3/5
20,=20,=2,=17/2,=51/10,=6/5,=91/8,=3/2,=91/12,=1
20,=20,=2,=17/2,=51/8,=3/2,=131/10,=6/5,=131/12,=1
